web-scraper-order,web-scraper-start-url,code,url,url-href,period,type,credits,year
"1739305159-1268","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934006","ORGANITZACIÓ D'EMPRESES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/113551/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1269","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934012","PRINCIPIS D'ECONOMIA APLICADA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/114361/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305159-1270","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934101","SOCIOLOGIA DE L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/114362/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739305159-1271","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934105","COMPORTAMENT ORGANITZATIU","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/113125/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1272","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934106","DIRECCIÓ D'OPERACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115685/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1273","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934108","FONAMENTS DE MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115227/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1274","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934107","MATEMÀTIQUES DE LES OPERACIONS FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112925/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1275","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934104","MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/113552/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1276","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934113","COMPTABILITAT DE GESTIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115228/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1277","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934111","DIRECCIÓ ESTRATÈGICA DE MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112926/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1278","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934109","DIRECCIÓ FINANCERA: INVERSIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/113553/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1279","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934110","ESTADÍSTICA II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112928/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1280","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934114","FISCALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/114363/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1281","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934112","MACROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112927/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739305159-1282","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934138","ANÀLISI DELS ESTATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115682/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1283","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934117","DIRECCIÓ ESTRATÈGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/114357/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1284","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934115","DIRECCIÓ FINANCERA: FINANÇAMENT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/115180/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1285","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934116","ECONOMIA MUNDIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/113550/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1286","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934118","GESTIÓ DE LA QUALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/114358/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1287","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934119","INVESTIGACIÓ DE MERCATS I APLICACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/114359/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1288","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934122","GESTIÓ ESTRATÈGICA DE LA MARCA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112913/guia_docent_docnet","Segon quadrimestre","Obligatòria","4.5","Tercer curs"
"1739305159-1289","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934009","IDIOMA MODERN","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112909/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Tercer curs"
"1739305159-1290","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934010","INFORMÀTICA APLICADA AL MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112898/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Tercer curs"
"1739305159-1291","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934123","INVESTIGACIÓ DE MERCATS II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112899/guia_docent_docnet","Segon quadrimestre","Obligatòria","4.5","Tercer curs"
"1739305159-1292","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934121","POLÍTICA DE DISTRIBUCIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112914/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1293","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934120","POLÍTICA DE PRODUCTE","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/112897/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305159-1294","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934130","COMPORTAMENT DEL CONSUMIDOR I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117382/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1295","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934129","COMUNICACIÓ I PUBLICITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117390/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305159-1296","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934128","MÀRQUETING I SISTEMES D'INFORMACIÓ APLICATS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117381/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1297","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934126","MÀRQUETING RELACIONAL I DIRECTE","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117386/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1298","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934127","MÈTODES DE DECISIÓ APLICATS AL MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117393/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1299","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934124","POLÍTICA DE PREUS I COSTOS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117391/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739305159-1300","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934125","TÈCNIQUES DE NEGOCIACIÓ COMERCIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117385/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1301","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934135","COMPORTAMENT DEL CONSUMIDOR II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117389/guia_docent_docnet","Segon quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1302","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934134","CREACIÓ D'EMPRESES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117388/guia_docent_docnet","Segon quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1303","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934132","DIRECCIÓ DE MÀRQUETING INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117383/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Quart curs"
"1739305159-1304","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934136","DIRECCIÓ DE RECURSOS HUMANS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117384/guia_docent_docnet","Segon quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1305","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934131","DIRECCIÓ DE VENDES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117392/guia_docent_docnet","Segon quadrimestre","Obligatòria","4.5","Quart curs"
"1739305159-1306","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/gestionar","16934133","ESTRATÈGIES DE MÀRQUETING DIGITAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3437/assignatures/117387/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Quart curs"
"1739305166-1307","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914002","DRET ROMÀ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/113114/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1308","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914141","FONAMENTS DE MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/114826/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739305166-1309","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914004","HABILITATS DEL JURISTA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/113108/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1310","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914007","HISTÒRIA DEL DRET","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/113115/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1311","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914005","INTRODUCCIÓ A LA COMPTABILITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/115172/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1312","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914006","MATEMÀTIQUES I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/113091/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1313","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914011","TEORIA DEL DRET","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/113501/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1314","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914008","CIÈNCIA POLÍTICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/115629/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1315","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914009","COMPTABILITAT FINANCERA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/115173/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1316","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914001","CONSTITUCIÓ I SISTEMA DE FONTS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/114308/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1317","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914101","DRET INTERNACIONAL PÚBLIC","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/114823/guia_docent_docnet","Segon quadrimestre","Obligatòria","8.0","Primer curs"
"1739305166-1318","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914012","MATEMÀTIQUES II","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/114309/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1319","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914013","ORGANITZACIÓ D'EMPRESES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/116026/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305166-1320","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914014","ESTADÍSTICA I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/113092/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Segon curs"
"1739305166-1321","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/gestionar","16914102","FONAMENTS DE DRET PÚBLIC DE CATALUNYA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3519/assignatures/113102/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
